address,currency,price,expenses,size,bedrooms,bathrooms,listing_url,website,url,description,timestamp
"República de Eslovenia 1700
                ",USD,2650,100000,130,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-4-ambientes--15121296,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Se trata de un exclusivo departamento de 4 ambientes en edificio a estrenar en el corazón de 
las cañitas.

Ubicado en un 3er piso al frente.
- Living comedor amplio y luminoso.
- Cocina con buenas alacenas y bajo mesada, con doble circulación con lavadero integrado. Equipamiento eléctrico.
- Toilette.
- 3 cómodos dormitorios, con luz natural, el principal en suite con vestidor con vistas a",2024-01-08T17:48:59.182054
"Almirante Manuel JGarcia 1000
                ",USD,3500,N/A,213,3,N/A,https://www.argenprop.com/casa-en-alquiler-en-barrio-norte-4-ambientes--15123279,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Hermosa casa super  confortable , luminosidad y elegancia a 15 minutos del centro.

Una propiedad especial para clientes exigentes !

Casa 2 plantas.

Planta alta-master bedroom en suite, 7,00m x 4,00m, 2do dormitorio en suite, ambos con balcón con vista al frente

-escritorio. O 3er dormitorio.

-1 toillette

- living -comedor pisos de porcelanato,  

-cocina totalmente equipada.

-2",2024-01-08T17:48:59.183742
"Migueletes  al 2000
                ",USD,1600,N/A,105,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15123436,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Departamento 4 ambientes todo a nuevo, muy luminoso, con balcón y cochera fija cubierta, en edificio con amenities en el bajo belgrano. Excelente ubicación a una cuadra de av. Libertador y a metros de av juramento, muy cercano a colectivos, estación de tren y a zona comercial y restaurants.

Living comedor con salida a balcón a contrafrente con vista amplia,",2024-01-08T17:49:06.217227
"Mariscal Antonio José de Sucre 3200
                ",USD,450,35000,75,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-4-ambientes--15124259,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Alquiler de departamento 4 ambientes en belgrano r, capital federal            
            
            
        

departamento super luminoso y ventilado ubicado en un piso 10,

consta de tres habitaciones todas con placard y sitio de guardado y un baño

living comedor muy amplio con ventanal 

cocina y área de lavadero separada, con conexión para lavarropas.

Ubicado en la mejor zona del barrio",2024-01-08T17:49:06.219033
"Rodriguez Peña al 1700
                ",,,124900,116,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14474340,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Bienvenido a tu futuro hogar en recoleta, una de las zonas más exclusivas de buenos aires! 
Este es un oportunidad única para alquilar un hermoso departamento de 4 ambientes con dependencia de servicio y garage. Edificio de semipisos, con tres ascensores, cuenta con ascensor principal con palier privado y de servicio.
Estás buscando espacio, comodidad y estilo?",2024-01-08T17:49:06.220772
"Rodriguez Peña al 1700
                ",$,900000,124900,116,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14805896,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Bienvenido a tu futuro hogar en recoleta, una de las zonas más exclusivas de buenos aires! 
Este es un oportunidad única para alquilar un hermoso departamento de 4 ambientes con dependencia de servicio y garage. Edificio de semipisos, con tres ascensores, cuenta con ascensor principal con palier privado y de servicio.
Estás buscando espacio, comodidad y estilo?",2024-01-08T17:49:06.222637
"Rodriguez Peña al 1700
                ",$,900000,124900,116,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14805895,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Bienvenido a tu futuro hogar en recoleta, una de las zonas más exclusivas de buenos aires! 
Este es un oportunidad única para alquilar un hermoso departamento de 4 ambientes con dependencia de servicio y garage. Edificio de semipisos, con tres ascensores, cuenta con ascensor principal con palier privado y de servicio.
Estás buscando espacio, comodidad y estilo?",2024-01-08T17:49:06.224364
"Uruguay al 1300
                ",,,178000,140,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--15134471,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Departamento en torre, a la calle, con amplio balcón. 140 metros, en uruguay y juncal. Super luminoso, living y comedor, tres dormitorios amplios, dos baños, cocina en excelente estado y comedor diario. Lavadero y dependencia con su baño. Baulera y cochera. Recién pintado, pisos pulidos y plastificados. Persianas eléctricas.   Usd1.000 mensuales + gastos",2024-01-08T17:49:06.226179
"Callao Av al 1400
                ",USD,2300,304600,163,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--15134478,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Edificio peña. Contrafrente a jardines con cochera y baulera. A nuevo, impecable. Living y comedor, toilette con ducha, tres dormitorios grandes. Baño completo, cocina a nuevo. Lavadero y dependencias. Todo luz. Patio  con toldos. Impecable y luminoso.   Usd2.300 mensuales + gastos",2024-01-08T17:49:06.227944
"Libertad al 1100
                ",,,74500,100,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--15134486,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Lindisimo departamento, amoblado y equipado, muy completo. Luminoso y  reciclado. Palier privado, living-comedor apaisado con salida a espectacular balcón. 3 dormitorios con placards 1 baño completo y toilette con ducha. Cocina, lavadero y dependencia. Servicios centrales. Cochera espacio y seguridad por tótem.   Usd1.200 mensuales + gastos

equipado y amoblado.

Cochera espacio- no se dejan",2024-01-08T17:49:06.229714
"Migueletes al 600 Piso 4º
                ",USD,2000,230000,150,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-5-ambientes--15136493,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Piso de categoría de 3 dormitorios en suite y cochera en alquiler en la imprenta /cañitas
al frente con balcón aterrazado con salida desde el estar comedor y balcón corrido. En esquina
aire acondicionado frío calor central, de manejo individual (propio de la unidad)
todos los dormitorios con su baño en",2024-01-08T17:49:06.231443
"Beruti 2300
                ",$,650000,160000,100,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--15137885,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Departamento semipiso al frente ubicado en la esquina de beruti y azcuénaga.

Alquiler por 6 meses con opción a un año (consultar solo por estos plazos), con aumentos trimestrales por ipc.
La unidad se entrega amoblada.

Ingreso principal a la unidad por hall distribuidor a amplio living al frente de la calle azcuénaga con balcón corrido.
Cocina independiente completa con muebles de alto y bajo",2024-01-08T17:49:06.233758
"Av CABILDO al 1400
                ",$,600000,99000,100,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15138925,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Hermoso departamento en belgrano!!
Es apto profesional&nbsp;
espectacular 4 amb con depcia de servicio.&Nbsp; súper luminoso.&Nbsp; balcón corrido al frnete.&Nbsp; excelente vista.

3 amplios dormitorios.&Nbsp; baño completo más toilette.&Nbsp; pisos parquet.&Nbsp; excelente ubicación.&Nbsp;

exp:$99.000

sup. Total: 106 mts
sup.Cub: 102",2024-01-08T17:49:06.235553
"Almirante Manuel JGarcia 1000
                ",USD,3500,N/A,213,3,N/A,https://www.argenprop.com/casa-en-alquiler-en-barrio-norte-4-ambientes--15142989,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Hermosa casa super  confortable , luminosidad y elegancia a 15 minutos del centro.

Una propiedad especial para clientes exigentes !

Casa 2 plantas.

Planta alta-master bedroom en suite, 7,00m x 4,00m, 2do dormitorio en suite, ambos con balcón con vista al frente

-escritorio. O 3er dormitorio.

-1 toillette

- living -comedor pisos de porcelanato,  

-cocina totalmente equipada.

-2",2024-01-08T17:49:06.237244
"Mariscal Antonio José de Sucre 3200
                ",USD,450,35000,75,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-4-ambientes--15145206,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Alquiler de departamento 4 ambientes en belgrano r, capital federal            
            
            
        

departamento super luminoso y ventilado ubicado en un piso 10,

consta de tres habitaciones todas con placard y sitio de guardado y un baño

living comedor muy amplio con ventanal 

cocina y área de lavadero separada, con conexión para lavarropas.

Ubicado en la mejor zona del barrio",2024-01-08T17:49:06.239034
"Mariscal Antonio José de Sucre 3200
                ",USD,450,35000,75,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-4-ambientes--15145207,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Alquiler de departamento 4 ambientes en belgrano r, capital federal            
            
            
        

departamento super luminoso y ventilado ubicado en un piso 10,

consta de tres habitaciones todas con placard y sitio de guardado y un baño

living comedor muy amplio con ventanal 

cocina y área de lavadero separada, con conexión para lavarropas.

Ubicado en la mejor zona del barrio",2024-01-08T17:49:06.240757
"Mariscal Antonio José de Sucre 3200
                ",USD,450,35000,75,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-4-ambientes--15145208,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Alquiler de departamento 4 ambientes en belgrano r, capital federal            
            
            
        

departamento super luminoso y ventilado ubicado en un piso 10,

consta de tres habitaciones todas con placard y sitio de guardado y un baño

living comedor muy amplio con ventanal 

cocina y área de lavadero separada, con conexión para lavarropas.

Ubicado en la mejor zona del barrio",2024-01-08T17:49:06.242474
"Mariscal Antonio José de Sucre 3200
                ",USD,450,35000,75,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-4-ambientes--15145209,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Alquiler de departamento 4 ambientes en belgrano r, capital federal            
            
            
        

departamento super luminoso y ventilado ubicado en un piso 10,

consta de tres habitaciones todas con placard y sitio de guardado y un baño

living comedor muy amplio con ventanal 

cocina y área de lavadero separada, con conexión para lavarropas.

Ubicado en la mejor zona del barrio",2024-01-08T17:49:06.244258
"Dr Pedro Rivera al 2500
                ",USD,1000,90000,105,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15146831,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Excelente semi piso - piso alto todos los ambientes externos muy luminoso
4 ambientes con dependencia -&nbsp;palier privado mas acceso de servicio&nbsp;
amplio living comedor de 8,5 x 3,5 a balcon - 3 dormitorios de 3 x 3 con placards
dependencia con baño de servicio posible escritorio o 4to dormitorio
amplia cocina con desayunador - lavadero separado - baño completo -",2024-01-08T17:49:06.245967
"Juramento 2900
                ",$,990000,N/A,100,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15147715,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Departamento ubicado en el barrio de belgrano. Juramento y avenida cramer. Excelente ubicacion con buenos accesos.

En cuanto al departamento:
- amplio living comedor con salida al balcón aterrazado con parrilla propia.
-Placard de recepción.
-3 dormitorios.
- 2 baños completos.
-Cocina.
-Dependencia de servicio con baño.
-Espacio lavadero en la dependencia de servicio.
-Losa radiante en la parte",2024-01-08T17:49:06.247555
"Av Las Heras 4000
                ",,,70000,99,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--14348462,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Colonial y emblematico

te presentamos este hermoso departamento 4 ambientes amoblado ubicado en el barrio de palermo.
Se encuentra entre república de la india y lafinur.
Cuenta con una lindísima vista a jardín botánico. Muy luminoso y silencioso.
La propiedad se encuentra en un segundo piso por escalera.

Dispone de:
-3 dormitorios
-baño completo
-toilette
-cocina con lavadero incorporado.

¡No",2024-01-08T17:49:06.249334
"Av Coronel Díaz  al 1800 y Av  Santa Fe Alquier temporario Muy Luminoso
                ",USD,800,N/A,75,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15150542,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-21,"Edificio de categoría. Alquiler temporario. Todo equipado para 4 personas.
Living comedor, con balcón corrido a un lindo pulmón verde.&Nbsp; 
3 dormitorios. Baño completo, cocina y lavadero.
Excelente zona de palermo, cerca de restaurantes y paseos comerciales.
Alquiler temporario, todo incluido, con tope de luz.

        

Martin llauro
mat. 121 cucicba - mat. 5468 c.S.I.

La presente",2024-01-08T17:49:06.251011
"Paraguay 1400
                ",$,950000,139000,110,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--15150860,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-22,"Alquiler de hermoso departamento de 5 ambientes, luminoso, impecable!

Cocina independiente, amoblamiento de madera excelente estado.

Amplio living comedor, con vista a balcón corrido al frente.

Tres cómodos dormitorios con placares.  Dos de ellos con salida al balcón.

Playroom o sala de tv con placard de guardado adicional.

Dos baños renovados, completos.

Toilette con ducha.

Cochera",2024-01-08T17:49:15.392539
"Soldado de la Independencia 1300
                ",USD,700,66000,65,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15151112,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-22,"Alquiler 2 años departamento 4 ambientes en la imprenta
departamento en alquiler en palermo (zona la imprenta) de 4 ambientes.  Al frente, con ventilación cruzada, soleado.

Living comedor con salida al balcón, muy luminoso, dormitorio principal con placard, tambien con salida al balcon y a un pequeño lugar de estudio o atelier. Segundo y tercer dormitorios con placards y ventanas al contrafrente.",2024-01-08T17:49:15.394234
