address,currency,price,expenses,size,bedrooms,bathrooms,listing_url,website,url,description,timestamp
"Virrey del pino al 2400
                ",USD,1800,N/A,102,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15029215,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-18,"Hermoso depto de 4amb amueblado de 110 m2 totales.Cocina independiente&nbsp;amplio y luminoso living con salida a balcón terraza q cuenta con parrilla &nbsp;propia .3 amplias habitaciones&nbsp;la principal es suite&nbsp;las otras dos comparten otro baño completo .&Nbsp;toilette de recepción .Cochera fija y cubierta&nbsp;
a solo 100 metros de cabildo y de la estación de",2024-01-08T17:48:48.690786
"Virrey del pino al 2400
                ",USD,1800,N/A,102,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15029218,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-18,"Hermoso depto de 4amb amueblado de 110 m2 totales.Cocina independiente&nbsp;amplio y luminoso living con salida a balcón terraza q cuenta con parrilla &nbsp;propia .3 amplias habitaciones&nbsp;la principal es suite&nbsp;las otras dos comparten otro baño completo .&Nbsp;toilette de recepción .Cochera fija y cubierta&nbsp;
a solo 100 metros de cabildo y de la estación de",2024-01-08T17:48:48.692545
"Virrey de pino l al 2400
                ",USD,2000,N/A,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15032146,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-18,Hermoso depto de 4amb amueblado de 110 m2 totales.Cocina independiente&nbsp;amplio y luminoso living con salida a balcón terraza q cuenta con parrilla &nbsp;propia .3 amplias habitaciones&nbsp;la principal es suite&nbsp;las otras dos comparten otro baño completo .&Nbsp;toilette de recepción .Cochera fija y cubiertaa solo 100 metros de cabildo y de la estación de subte linea d ( jose,2024-01-08T17:48:48.694132
"Virrey de pino l al 2400
                ",USD,2000,N/A,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15032147,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-18,Hermoso depto de 4amb amueblado de 110 m2 totales.Cocina independiente&nbsp;amplio y luminoso living con salida a balcón terraza q cuenta con parrilla &nbsp;propia .3 amplias habitaciones&nbsp;la principal es suite&nbsp;las otras dos comparten otro baño completo .&Nbsp;toilette de recepción .Cochera fija y cubiertaa solo 100 metros de cabildo y de la estación de subte linea d ( jose,2024-01-08T17:48:48.695723
"Soldado de la Independencia  al 900
                ",USD,4000,N/A,144,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15041450,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-18,"Espectacular&nbsp; departamento en cañitas todo hecho a nuevo de 4 ambientes con dep y dos cocheras moviles
muy luminoso sol de mañana y de tarde con balcón corrido con amplia vista



doble entrada con palier privado y entrada de servicio - ambas puertas blindadas.
Living - sala de estar y&nbsp;comedor
cocina con comedor diario - campana importada en cocina con ventilación al exterior",2024-01-08T17:48:48.697447
"Demaria al 4400
                ",$,2300,115000,180,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-6-ambientes--15051250,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-18,"Magnífico triplex con terraza y parrilla - demaria y oro
mucho sol y luminosidad
gran ubicación a metros de los bosques de palermo


alquiler u$d 2300.- Mensuales
venta u$d 680.000.-


En piso 8vo
living comedor orientación este con pisos de cedro tarugado
ingreso por palier privado y de servicio
amplia cocina completa, luminosa con",2024-01-08T17:48:48.699209
"La Pampa   al 2800
                ",$,1000000,120000,110,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15052871,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-18,"Departamento en alquiler , piso siete al contra frente tiene:&nbsp;
&nbsp;
balcón corrido .
 3 dormitorios
cocina con espacio para comedor diario
amplio living&nbsp; ,&nbsp; sector lavadero,&nbsp; 1 baño completo y toilette .&Nbsp;
espacio guarda coche fijo.&Nbsp;
se entrega pintado !!&Nbsp;


requisitos y condiciones:&nbsp;
-contrato a 18 o 24 meses.-&Nbsp;&nbsp;
-seguro de caucion o",2024-01-08T17:48:48.700996
"CORONEL DIAZ al 1900
                ",,,65000,83,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15054748,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Piso de 4 ambientes al frente todo reciclado a nuevo vista panorámica - exclusivo para uso profesional (no apto para vivienda)apto profesional . Muy luminoso . Frente al centro comercial alto palermo .  Baño y toilette y cocina reciclado a nuevo . Instalaciones eléctrica y sanitarias a nuevo .Hall de entrada = 4 x 2,10 cocina = 2,50 x 1,70 con lava vajilla y cocina con horno y cale fon",2024-01-08T17:48:53.941716
"CORONEL DIAZ al 1900
                ",USD,750,65000,83,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15054749,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Piso de 4 ambientes al frente todo reciclado a nuevo vista panorámica - exclusivo para uso profesional (no apto para vivienda) - alquiler mensual de u$s 750

apto profesional . Muy luminoso . Frente al centro comercial alto palermo .  
Baño y toilette y cocina reciclado a nuevo . Instalaciones eléctrica y sanitarias a nuevo .
Hall de entrada = 4 x 2,10 
cocina = 2,50 x 1,70",2024-01-08T17:48:53.943451
"CORONEL DIAZ al 1900
                ",USD,750,65000,83,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15054750,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Piso de 4 ambientes al frente todo reciclado a nuevo vista panorámica - exclusivo para uso profesional (no apto para vivienda) - alquiler mensual de u$s 750

apto profesional . Muy luminoso . Frente al centro comercial alto palermo .  
Baño y toilette y cocina reciclado a nuevo . Instalaciones eléctrica y sanitarias a nuevo .
Hall de entrada = 4 x 2,10 
cocina = 2,50 x 1,70",2024-01-08T17:48:53.945236
"Mirabilia Belgrano, Arcos 2646 - UF N
                ",USD,4000,234000,129,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15054766,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Departamento de 4 ambientes con dependencia en alquiler.
Piso alto, increíble vista rio.
Cochera doble
usd 4000 + expensas + servicios.&Nbsp;

amenities 

 jardín parquizado de 1.500 m2. 
 Kids club con espacio para eventos infantiles 
 plaza y juegos para niños. 
 Quincho con parrilla equipada con mobiliario 
 salón de usos múltiples
 gran piscina climatizada con área para",2024-01-08T17:48:53.946902
"LUIS MARIA CAMPOS 1600
                ",$,1000000,120000,123,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-5-ambientes--15061076,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Departamento  en venta / alquiler  | belgrano  - capital federal  |   5 ambientes 

semipiso al contrafrente en muy buen estado, luminoso con vista abierta, excelente ubicación próximo barrancas de belgrano. Con cochera.

Consta de palier privado, hall de entrada, amplio living comedor con salida a balcón al contrafrente, toilette, tres dormitorios, baño completo, cocina, lavadero.

En edificio de",2024-01-08T17:48:53.948314
"Jose Hernandez y 3 de Febrero
                ",USD,1800,150000,164,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15062970,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Alquiler mensual u$1800.-
 
Torre en esquina. Vista panoramica
desde el ascensor ingresamos a un amplio palier privado con doble puerta de entrada hacia el departamento.
Hall de recepción con toilette de visitas.
Living y comedor apaisados, al frente con salida a balcón corrido. 
Dormitorio principal en suite, con baño a nuevo. Dos dormitorios con un baño. 
Doble circulación. 
Cocina",2024-01-08T17:48:53.950060
"Fray Justo Santa Maria de Oro al 3000
                ",,,N/A,N/A,3,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15063809,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Asesor: agustina miranda 11 ********


departamento 4 ambientes en alquiler amoblado en la mejor zona de palermo a media cuadra de av. Del libertador.&Nbsp; a metros del parque rosedal.
Con cochera fija y dependencia de servicio.
Amplio living comedor con salida a balcón corrido con excelentes vistas abiertas. Muy luminoso, doble circulación de aire.
Cocina con",2024-01-08T17:48:53.951736
"Mirabilia Belgrano - Arcos 2600  - Penthouse  Piso 24 06
                ",USD,5500,374000,154,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-4-ambientes--15064165,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Único y exclusivo penthouse en dúplex en alquiler en torre mirabilia belgrano , con cochera doble y baulera.
Pisos 24 y 25 con indescriptibles  vistas al rio y ciudad.
Acceso a cálido palier privado definido con elegante revestimiento de pared y espejo redondo.
Cerradura digital keyplus baling tech sistema push and pull .
Pisos de madera , equipos de aa ,",2024-01-08T17:48:53.953437
"Mirabilia Belgrano - Arcos 2600  - Penthouse  Piso 24 06
                ",USD,5500,374000,154,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-4-ambientes--15064166,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Único y exclusivo penthouse en dúplex en alquiler en torre mirabilia belgrano , con cochera doble y baulera.
Pisos 24 y 25 con indescriptibles  vistas al rio y ciudad.
Acceso a cálido palier privado definido con elegante revestimiento de pared y espejo redondo.
Cerradura digital keyplus baling tech sistema push and pull .
Pisos de madera , equipos de aa ,",2024-01-08T17:48:53.955249
"Mirabilia Belgrano - Arcos 2600  - Penthouse  Piso 24 06
                ",USD,5500,374000,154,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-4-ambientes--15064167,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Único y exclusivo penthouse en dúplex en alquiler en torre mirabilia belgrano , con cochera doble y baulera.
Pisos 24 y 25 con indescriptibles  vistas al rio y ciudad.
Acceso a cálido palier privado definido con elegante revestimiento de pared y espejo redondo.
Cerradura digital keyplus baling tech sistema push and pull .
Pisos de madera , equipos de aa ,",2024-01-08T17:48:53.956918
"Republica Arabe Siria  al 3200
                ",$,1500000,80000,110,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15064975,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Republica arabe siria y cervino
piso bajo con patio&nbsp;
130 m2
4 ambientes + dependencia&nbsp;
cochera&nbsp;",2024-01-08T17:48:53.958626
"Republica Arabe Siria  al 3200
                ",$,1500000,80000,110,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--15064980,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Republica arabe siria y cervino
piso bajo con patio&nbsp;
130 m2
4 ambientes + dependencia&nbsp;
cochera&nbsp;",2024-01-08T17:48:53.960348
"Republica Arabe Siria  al 3200
                ",$,1500000,80000,110,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--15064986,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Republica arabe siria y cervino
piso bajo con patio&nbsp;
130 m2
4 ambientes + dependencia&nbsp;
cochera&nbsp;",2024-01-08T17:48:53.962058
"Vidal 1600
                ",USD,1200,98000,130,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15065779,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Presentamos en alquiler excelente departamento en belgrano calle vidal 1670 entre virrey del pino y jose hernandez.  Espectacular ubicación a una cuadra de  cramer  dos de  elcano y cuatro cuadras de  cabildo .
Gran cantidad de  medios de transporte subte tren y varias lineas de colectivos y muy buen acceso a distinto tipo de vehículos.
El departamento esta ubicado en un 5° piso completo con",2024-01-08T17:48:53.963663
"Libertador 1700
                ",$,4200000,442000,165,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--15070873,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Excelente departamento de 4 ambientes, en alquiler, ubicado en la mejor esquina de recoleta, con vista verde completamente abierta, cochera y baulera. 

Distribución:
hall privado. 
Gran living luminoso en forma de l (completamente vidriado) con salida a terraza (9.80 x 1.30)
cocina totalmente renovada. 
Toillete de recepción. 
Tres habitaciones todas con vista a av. Libertador. 
Dormitorio",2024-01-08T17:48:53.965367
"Av del Libertador 4500
                ",$,1600000,185000,189,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-5-ambientes--15071012,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Alquiler- piso-&nbsp; 5 ambientes - cochera- av. Del libertador - las cañitas. 


Disponble a partir de enero 2024
luminoso piso al frente en inmejorable ubicación frente al tattersall!
Living y comedor apaisado que abre a balcón corrido al frente, toillete de recepción. Dispone de tres grandes dormitorios uno de ellos en suite más un baño completo. Un playroom, 4o",2024-01-08T17:48:53.967184
"Av del Libertador 4500
                ",$,1600000,185000,189,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-5-ambientes--15071014,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Alquiler- piso-&nbsp; 5 ambientes - cochera- av. Del libertador - las cañitas. 


Disponble a partir de enero 2024
luminoso piso al frente en inmejorable ubicación frente al tattersall!
Living y comedor apaisado que abre a balcón corrido al frente, toillete de recepción. Dispone de tres grandes dormitorios uno de ellos en suite más un baño completo. Un playroom, 4o",2024-01-08T17:48:53.968918
"ARAOZ 1800
                ",$,750000,N/A,77,3,N/A,https://www.argenprop.com/ph-en-alquiler-en-palermo-4-ambientes--14727558,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Uso comercial o vivienda hermoso ph de 3 amb con dependencia o posible 3er dormitorio de estilo clasico pero totalmente renovado en cocina y baño , aberturas originales de vidrio repartido y una excelente luminosidad. Ubicado en 1er piso con entrada independiente y una imponente terraza propia en 2do piso de la unidad con muebles de jardin y espacio suficiente para una linda parrilla y una pileta.",2024-01-08T17:48:53.970554
"AREVALO 2700, Piso 3
                ",USD,1000,90000,60,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15072662,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"¡¡¡Departamento de 4 ambientes en alquiler, en palermo!!!

Hermoso departamento semi piso al contra frente con palier privado, ingreso por hall de entrada living comedor con balcón francés y un aire acondicionado tipo split frió, hall de distribución el cual nos distribuye a los tres dormitorios todos con placard y aire acondicionado tipo split (dos de ellos frió calor) cocina completa con muebles",2024-01-08T17:48:53.972278
"Av Las Heras al 3800
                ",USD,980,90000,90,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15074355,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-19,"Venta- 4 ambientes- 3 dormitorios- espacio guardacoches-jardín botánico- palermo


amplio semipiso de 4 ambientes en inmejorable ubicación.
Cuenta con un amplio living comedor súper luminoso con vista al frente. Balcón corrido.
Toilette de recepción y 2 baños uno con bañera y el segundo con ducha. Cocina independiente y&nbsp;",2024-01-08T17:48:53.973906
"Avcoronel Diaz 2300
                ",$,1000000,N/A,79,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--15080083,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Precioso departamento 4 ambientes ubicado en el barrio porteño de recoleta.

Av. Coronel díaz con vista al parque las heras. Impresionante vista.
El departamento tiene living comedor al frente, cocina, 2 baños (1 completo), 2 habitaciones al frente con placard; 1 habitación más pequeña sin placard, que es de paso hacia la cocina. Calefacción central por losa radiante, 3 acondicionadores de aire",2024-01-08T17:48:59.150862
"La Pampa  al 2800
                ",USD,700,49000,78,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-4-ambientes--15080636,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Excelente ubicación en el barrio de belgrano a metros de av. Cramer y tres cuadras de av. Cabildo con gran oferta de comercial y acceso al subte (linea d) y varias lineas de colectivo.


Sobre la pampa entre vidal y av. Cramer, departamento de 4 ambientes al contrafrente muy luminoso y silencioso, ubicado en un piso 8.


El departamento cuenta",2024-01-08T17:48:59.152840
"Jorge Newbery 2400
                ",USD,800,125000,130,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15080855,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"4 ambientes apto profesional - palermo
departamento de 4 ambientes, 2 dormitorios más una dependencia de servicio o 3er. Dormitorio, balcón y patio. Departamento al frente, muy luminoso con orientación este. Hall de recepción, living comedor muy grande y luminoso con salida a un gran balcón corrido y vista abierta. Cocina con comedor diario separado con doble entrada y salida a un patio interno.",2024-01-08T17:48:59.154764
"Gorriti al 4800
                ",$,1300000,N/A,142,3,N/A,https://www.argenprop.com/casa-en-alquiler-en-palermo-4-ambientes--15081304,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Se entrega en marzo del 2024
local/casa  en 2 plantas con cochera posee 4 ambientes c/dep y jardin
uso comercial o profesional
no apto vivienda
pb: cochera 10 x 3.5 - cocina 2 x 2 - living comedor 7 x 4/6 - toilette 
dep 3.5 x 2 con bañor - patio
pa: habitacion 4.3 x 4 - habitacion 4.3 x 3 - vestidor 2.3 x 2
habitacion principal en suite 7 x 4.3 con 2",2024-01-08T17:48:59.156586
"Cerviño al 3900
                ",$,1200000,200000,130,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--15082178,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Bv cervino al 3900 y rep de la india&nbsp;
140 m2&nbsp;
3 dormitorios + dependencia&nbsp;
cocina con comedor diario&nbsp;
cochera&nbsp;
vigilancia 24 hs&nbsp;


opcion equipado o vacio&nbsp;",2024-01-08T17:48:59.158046
"Sánchez de Bustamante 1900
                ",$,750000,90000,105,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--15085473,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Alquiler departamento semipiso de 3 ambientes mas dependencia de servicio en recoleta

+++ living doble - hermosos pisos - ventanas en todos los ambientes - excelente ubicación +++

en el barrio de la recoleta, el equipo remax ofrece un hermoso departamento de tres ambientes mas dependencia de servicio ubicado en una lindísima esquina de este elegante barrio de la ciudad de buenos aires.
El",2024-01-08T17:48:59.159909
"CRAMER 1700
                ",USD,1600,210000,90,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15085510,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Alquiler de semipiso 4 ambientes con cochera en belgrano, en edificio de categoria. Entrada principal y de servicio amplio living comedor, con pisos de porcellanatto, con salida al balcón al frente. Cocina comedor diario, lavadero. Tres dormitorios con aire acondicionado, principal con baño en suite. Otro baño completo. Dependencia de servicio (hoy funciona como escritorio) y baño de servicio.",2024-01-08T17:48:59.161689
"Avenida Santa Fe 3800
                ",$,800000,110000,103,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15110449,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Excelente departamento, con vista al botánico

unico por su luz y terraza propia de 20 metros en un piso 9

living comedor con salida al balcón, sin muebles

el departamento tiene 2 dormitorios con muy buen placard, escritorio o 3° dormitorio

baño completo y toilette .

Cocina muy amplia, lavadero independiente

dependencia de servicio con baño

gran terraza propia

el depto.se entrega vacío ,",2024-01-08T17:48:59.163359
"José Andrés Pacheco de Melo 1900
                ",USD,1300,137000,115,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--15111670,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Allquiler  4 ambientes en recoleta

contra frente con balcón , vista y acceso a jardines,  muy silencioso .

122 metros totales

semipiso

palier privado 

excelentes condiciones del departamento, 

 2 baños completos 

 cocina reciclada

amplios placares
 
 dependencia de servicio con baño

lavadero

escritorio

entrada de servicio

agua central

calefaccion central caldera

dos ascensores, uno",2024-01-08T17:48:59.164986
"Sucre  al 800
                ",USD,2800,350000,126,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-chico-4-ambientes--15111711,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Venta- 4 ambientes- dependencia- 2 cocheras- baulera- seg. 24hs- amenities- bajo belgrano


impecable propiedad ubicada en un edificio de gran categoría en bajo belgrano.
El edificio de líneas arquitectónicas muy modernas cuenta con jardines verticales, materiales nobles y eximio diseño y calidad constructiva.
Palier semiprivado. Gran recepción compuesta por living y comedor formal. Toilette de",2024-01-08T17:48:59.166733
"San Benito  al 1500
                ",$,1400000,97000,110,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-4-ambientes--15112232,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"***Semipiso - al frente **** los tres dormitorios en suite ****


cuatro ambientes con cochera fija.&Nbsp;
edificio de categoría!
Pisos tarugados en living comedor
hall 
toilette de recepción
living - comedor a balcón corrido 
tres dormitorios en suite (dos de los dormitorios son al frente) o también puede ser dos dormitorios y dependencia de servicio.
Cocina comedor con",2024-01-08T17:48:59.168561
"Ortiz de Ocampo 2500
                ",USD,1400,50000,92,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15112261,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Alquiler departamento 4 ambientes en piso alto con dependencia de servicio y amplio balcón, espacio guardacoche móvil ubicado en planta baja, en palermo

living comedor con salida hacia el balcón corrido y además ventanas en el otro lateral con increíbles vistas.
Cocina comedor independiente, equipada con muebles de alacena y bajo mesada, con ventilación exterior.
Todo luz y sol por ser edificio",2024-01-08T17:48:59.170190
"Godoy Cruz al 2100
                ",$,1650000,N/A,150,3,N/A,https://www.argenprop.com/casa-en-alquiler-en-palermo-soho--15114380,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Casa todo a nuevo en alquiler
lleno de luz y sol ! Silenciosa !
150 mts
planta baja : living comedor escritorio cocina baño completo
entre piso : dormitorio principal
primer piso : dos dormitorios . Baño completo
tercer piso : lavadero . Dependencia de servicio
en el ultimo piso : gran terraza con deck , parrilla y ducha !
Muy lindo y especial !
Toda la onda !
No tiene expensas",2024-01-08T17:48:59.171828
"Arcos 1900
                ",USD,5500,N/A,300,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-5-ambientes--15114552,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Espectacular piso de 300 m2 en belgrano, para 6 personas en alquiler residencial.

Ideal embajadas y empresas.

Totalmente amoblado posibilidad de alquiler temporario no menor a 6 meses

3 dormitorios con placards, uno en suite con vestidor, hidromasaje y doble bañera. 

Triple living con balcón aterrazado.

Escritorio.

Aires acondicionados y calefacción central.

Persianas eléctricas. 

Comedor",2024-01-08T17:48:59.173455
"Arcos 1900
                ",,,N/A,300,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-5-ambientes--15114626,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Espectacular piso de 300 m2 en belgrano, para 6 personas en alquiler residencial.

Ideal embajadas y empresas.

Totalmente amoblado 

3 dormitorios con placards, uno en suite con vestidor, hidromasaje y doble bañera. 

Triple living con balcón aterrazado.

Escritorio.

Aires acondicionados y calefacción central.

Persianas eléctricas. 

Comedor en sala.

Cocina 1: con comedor diario.

Cocina 2:",2024-01-08T17:48:59.175175
"Montañeses al 2500
                ",USD,1500,80000,106,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15115633,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Impecable piso de 163 m2 totales. 4 ambientes&nbsp; en belgrano con cochera, baulera y patio.&Nbsp; ideal familia!! Todos los ambientes tienen aire acondicionado y radiadores. Caldera individual.
Edificio nuevo con solo 7 pisos.
No acepta mascotas!!
Palier privado. Living comedor con salida a balcón terraza donde se encuentra",2024-01-08T17:48:59.176954
"Virrey Olaguer y Feliu  al 2500
                ",USD,1000,150000,160,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15116737,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Clásico depto ubicado en el corazón de belgrano a metros de av. Cabildo y  medios de transporte, muy cercano a la estación josé hernández del subte d.&Nbsp; el departamento tiene un lucido living y comedor a balcón corrido con buenos pisos de madera. Toilette de recepción. Cocina con espacio para comedor diario. Tres buenos dormitorios, el principal en suite y",2024-01-08T17:48:59.178725
"Blanco Encalada 1700
                ",USD,750,66000,62,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--15120973,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-20,"Nos encontramos en el bellisimo barrio de belgrano a pasos del enblematico barrio chino 

con este bello departamento en el piso 15 y una  hermosa vista al rio, de 4 ambientes con 

cohera fija. Cuenta con un baño completo y toilette  amplio con mucho espacio para 

guardado. Ademas de tener tambien lavadero separado.  Su cocina es amplia,  separada, con 

mucho espacio de guardado, luminosa, con",2024-01-08T17:48:59.180388
